id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1325326901246791680,1324668313138417667,2020-11-08 00:38:51 Central Standard Time,2020-11-08,00:38:51,-0600,901123034286706689,just_manjari,Manjari Jajodia,,Please cancel the tickets and ensure you refund the entire amount. You do not let us know these rules and regulations before and then when the customer books the flight you have terms and conditions,en,[],[],[],0,1,0,[],[],https://twitter.com/just_manjari/status/1325326901246791680,False,,0,,,,,,,,[],,,,
1324713842446790656,1324712707556167680,2020-11-06 08:02:46 Central Standard Time,2020-11-06,08:02:46,-0600,901123034286706689,just_manjari,Manjari Jajodia,,Tagging @NCWIndia,en,"[{'screen_name': 'ncwindia', 'name': 'ncw', 'id': '750202178338422784'}]",[],[],0,0,0,[],[],https://twitter.com/just_manjari/status/1324713842446790656,False,,0,,,,,,,,[],,,,
1324712721435160576,1324712707556167680,2020-11-06 07:58:19 Central Standard Time,2020-11-06,07:58:19,-0600,901123034286706689,just_manjari,Manjari Jajodia,,A woman always suffers. There is no interim relief and the judgements takes years.  No one even thinks about the child.. Can something be done here or we just need to suffer?,en,[],[],[],0,0,0,[],[],https://twitter.com/just_manjari/status/1324712721435160576,False,,0,,,,,,,,[],,,,
1324712718775984128,1324712707556167680,2020-11-06 07:58:18 Central Standard Time,2020-11-06,07:58:18,-0600,901123034286706689,just_manjari,Manjari Jajodia,,"Tomorrow is court's hearing in Guwahati. I doubt court will listen to my plea, the judges just doesn't listen to the petitioners. The marriage was over 4 years back, the court can atleast give me an exparte. I have booked my tickets back to pune on 10th because I can't stay here",en,[],[],[],1,0,0,[],[],https://twitter.com/just_manjari/status/1324712718775984128,False,,0,,,,,,,,[],,,,
1324712716049657856,1324712707556167680,2020-11-06 07:58:18 Central Standard Time,2020-11-06,07:58:18,-0600,901123034286706689,just_manjari,Manjari Jajodia,,Recently was diagnosed with major depression. Does anyone realize how much mental stress a woman goes through when she leaves at her brother's home? If something happens to me who will take care of my daughter?,en,[],[],[],1,0,0,[],[],https://twitter.com/just_manjari/status/1324712716049657856,False,,0,,,,,,,,[],,,,
1324712713440776192,1324712707556167680,2020-11-06 07:58:17 Central Standard Time,2020-11-06,07:58:17,-0600,901123034286706689,just_manjari,Manjari Jajodia,,No interim maintenence was given to me by the court.  That man is roaming around freely after torturing me and abusing me day and night and I am fighting for justice since 4 years.  I am staying at my brother's house with no income of my own.,en,[],[],[],1,0,0,[],[],https://twitter.com/just_manjari/status/1324712713440776192,False,,0,,,,,,,,[],,,,
1324712710118858753,1324712707556167680,2020-11-06 07:58:16 Central Standard Time,2020-11-06,07:58:16,-0600,901123034286706689,just_manjari,Manjari Jajodia,,"Second case of divorce and maintenance was filed in Guwahati in Sep last year.  Notice was served,  he did not appear once.  Then case got pending due to covid. My husband disappeared in nov 2017 and who is suffering? Me and my daughter",en,[],[],[],1,0,0,[],[],https://twitter.com/just_manjari/status/1324712710118858753,False,,0,,,,,,,,[],,,,
1324712707556167680,1324712707556167680,2020-11-06 07:58:16 Central Standard Time,2020-11-06,07:58:16,-0600,901123034286706689,just_manjari,Manjari Jajodia,,@MinistryWCD @smritiirani Getting justice in India is the most difficult task.  I filed a case of 498a in Pune in 2017 after my husband abused and hit me when I was 3 months pregnant.  No progress was made on the case.  I had even complained to NCW at that time.,en,"[{'screen_name': 'smritiirani', 'name': 'smriti z irani', 'id': '130104041'}]",[],[],2,0,0,[],[],https://twitter.com/just_manjari/status/1324712707556167680,False,,0,,,,,,,,[],,,,
1324670111857352706,1324668313138417667,2020-11-06 05:09:00 Central Standard Time,2020-11-06,05:09:00,-0600,901123034286706689,just_manjari,Manjari Jajodia,,@YatraOfficial @airvistara you have my PNR and I am sure you can search it out via my name,en,"[{'screen_name': 'airvistara', 'name': 'vistara', 'id': '2491484208'}]",[],[],3,0,0,[],[],https://twitter.com/just_manjari/status/1324670111857352706,False,,0,,,,,,,,[],,,,
1324669585484783616,1324668313138417667,2020-11-06 05:06:55 Central Standard Time,2020-11-06,05:06:55,-0600,901123034286706689,just_manjari,Manjari Jajodia,,I chose vistara because I wanted comfort and safety for my kid. Highly disappointed with the kind of reply I have got from you.. Yatra does not hold any accountability after the ticket is booked.  Customers are the ones who has to suffer,en,[],[],[],1,0,0,[],[],https://twitter.com/just_manjari/status/1324669585484783616,False,,0,,,,,,,,[],,,,
1324669582305447936,1324668313138417667,2020-11-06 05:06:54 Central Standard Time,2020-11-06,05:06:54,-0600,901123034286706689,just_manjari,Manjari Jajodia,,@YatraOfficial @airvistara @RNTata2000 what are the rules and regulations you are sending now  https://t.co/JbrltwrWDj Had i known this i would have booked my ticket in another airline where tickets have been cheaper and services better.,en,"[{'screen_name': 'airvistara', 'name': 'vistara', 'id': '2491484208'}, {'screen_name': 'rntata2000', 'name': 'ratan n. tata', 'id': '277434037'}]",['https://www.airvistara.com/in/en/fare-rules/travel-within-india/economy-class'],[],1,0,0,[],[],https://twitter.com/just_manjari/status/1324669582305447936,False,,0,,,,,,,,[],,,,
1324668315617304576,1324668313138417667,2020-11-06 05:01:52 Central Standard Time,2020-11-06,05:01:52,-0600,901123034286706689,just_manjari,Manjari Jajodia,,@airvistara @YatraOfficial @RNTata2000 Why is Vistara sending me rules and regulations now?If you are selling tickets via yatra you should make the passengers aware. You can't just leave it on them. Meal as the the ticket when booked is included in the fare then why is it not now,en,"[{'screen_name': 'yatraofficial', 'name': 'yatra.com', 'id': '75001715'}, {'screen_name': 'rntata2000', 'name': 'ratan n. tata', 'id': '277434037'}]",[],[],1,0,0,[],[],https://twitter.com/just_manjari/status/1324668315617304576,False,,0,,,,,,,,[],,,,
